time_step,SI,S2,S3,SY1_G,SY1_L,SY2_G,SY2_L,SY3_G,SY3L,BawY,BY_G,BY_L
5306,2.57909,1.75331,2.1002,0,0.00257909,0,0.00175331,0,0.0021002,4.68549,0,0.00468549
5307,2.49163,4.52661,2.4336,0,0.00249163,0,0.00452661,0,0.0024336,4.52661,0,0.00452661
5308,2.25962,3.8372,2.11215,0,0.00225962,0,0.0038372,0,0.00211215,3.8372,0,0.0038372
5309,1.28583,1.58455,0.961294,0,0.00128583,0,0.00158455,0,0.000961294,1.58455,0,0.00158455
5310,1.41062,1.71183,1.09806,0,0.00141062,0,0.00171183,0,0.00109806,1.71183,0,0.00171183
5311,1.3185,0.614305,0.394049,0,0.0013185,0,0.000614305,0,0.000394049,0.614305,0,0.000614305
5312,1.14519,0,0,0,0.00114519,0,0,0,0,-1.19105,0.00119105,0
5313,0.684832,0,0,0,0.000684832,0,0,0,0,-4.48283,0.00448283,0
5314,-2.29176,0,0,0.00229176,0,0,0,0,0,-18.7103,0.0187103,0
5315,-14.9322,0,-7.26925,0.0149322,0,0,0,0.00726925,0,-29.2435,0.0292435,0
5316,-31.7286,-28.5192,-28.1614,0.0317286,0,0.0285192,0,0.0281614,0,-43.723,0.043723,0
5317,-40.782,-45.6835,-45.6656,0.040782,0,0.0456835,0,0.0456656,0,-46.4437,0.0464437,0
5318,-26.5763,-28.7168,-28.7159,0.0265763,0,0.0287168,0,0.0287159,0,-28.7548,0.0287548,0
5319,-12.2067,-12.7635,-12.7635,0.0122067,0,0.0127635,0,0.0127635,0,-12.7654,0.0127654,0
5320,-13.2362,-13.7385,-13.7384,0.0132362,0,0.0137385,0,0.0137384,0,-13.7385,0.0137385,0
5321,-5.20747,-4.19558,-4.19558,0.00520747,0,0.00419558,0,0.00419558,0,-4.19559,0.00419559,0
5322,0.278209,0.278209,0.278209,0,0.000278209,0,0.000278209,0,0.000278209,5.56418,0,0.00556418
5323,0.474882,0.474882,0.474882,0,0.000474882,0,0.000474882,0,0.000474882,9.49764,0,0.00949764
5324,0.477992,0.477992,0.477992,0,0.000477992,0,0.000477992,0,0.000477992,9.55985,0,0.00955985
5325,0.924492,0.470873,0.581115,0,0.000924492,0,0.000470873,0,0.000581115,9.41745,0,0.00941745
5326,3.57094,0.420998,3.25438,0,0.00357094,0,0.000420998,0,0.00325438,8.41995,0,0.00841995
5327,3.10326,0.346166,3.10326,0,0.00310326,0,0.000346166,0,0.00310326,6.92332,0,0.00692332
5328,2.84689,0.283326,2.53992,0,0.00284689,0,0.000283326,0,0.00253992,5.66651,0,0.00566651
5329,2.73832,0.248739,2.22986,0,0.00273832,0,0.000248739,0,0.00222986,4.97478,0,0.00497478
5330,2.53495,0.230265,2.06425,0,0.00253495,0,0.000230265,0,0.00206425,4.6053,0,0.0046053
5331,2.40005,2.91529,2.02313,0,0.00240005,0,0.00291529,0,0.00202313,4.36024,0,0.00436024
5332,1.71168,2.91781,1.60608,0,0.00171168,0,0.00291781,0,0.00160608,2.91781,0,0.00291781
5333,0,0,0,0,0,0,0,0,0,-6.02282,0.00602282,0
5334,0,0,0,0,0,0,0,0,0,-8.87525,0.00887525,0
5335,-5.26058,0,-0.364852,0.00526058,0,0,0,0.000364852,0,-21.0203,0.0210203,0
5336,-22.8417,-5.2461,-15.2134,0.0228417,0,0.0052461,0,0.0152134,0,-37.2736,0.0372736,0
5337,-31.838,-38.0449,-38.3015,0.031838,0,0.0380449,0,0.0383015,0,-39.6463,0.0396463,0
5338,-32.1589,-34.9421,-34.955,0.0321589,0,0.0349421,0,0.034955,0,-35.0222,0.0350222,0
5339,-50.0398,-53.0858,-53.0865,0.0500398,0,0.0530858,0,0.0530865,0,-53.0898,0.0530898,0
5340,-49.6293,-49.8772,-49.8772,0.0496293,0,0.0498772,0,0.0498772,0,-49.8774,0.0498774,0
5341,-44.4744,-44.4868,-44.4868,0.0444744,0,0.0444868,0,0.0444868,0,-44.4868,0.0444868,0
5342,-32.1152,-32.1158,-32.1158,0.0321152,0,0.0321158,0,0.0321158,0,-32.1158,0.0321158,0
5343,-10.792,-10.792,-10.792,0.010792,0,0.010792,0,0.010792,0,-10.792,0.010792,0
5344,-1.11974,0.0475461,0.0475461,0.00111974,0,0,4.75E-05,0,4.75E-05,0.950921,0,0.000950921
5345,0.2685,0.2685,0.2685,0,0.0002685,0,0.0002685,0,0.0002685,5.36999,0,0.00536999
5346,0.423183,0.423183,0.423183,0,0.000423183,0,0.000423183,0,0.000423183,8.46365,0,0.00846365
5347,0.48099,0.48099,0.48099,0,0.00048099,0,0.00048099,0,0.00048099,9.6198,0,0.0096198
5348,1.40245,0.49834,0.677768,0,0.00140245,0,0.00049834,0,0.000677768,9.96679,0,0.00996679
5349,3.94198,0.490658,3.9419,0,0.00394198,0,0.000490658,0,0.0039419,9.81316,0,0.00981316
5350,3.69785,0.412491,3.69785,0,0.00369785,0,0.000412491,0,0.00369785,8.24983,0,0.00824983
5351,2.88794,0.322147,2.88794,0,0.00288794,0,0.000322147,0,0.00288794,6.44293,0,0.00644293
5352,2.70081,0.264889,2.37464,0,0.00270081,0,0.000264889,0,0.00237464,5.29779,0,0.00529779
5353,2.59435,2.83685,2.17101,0,0.00259435,0,0.00283685,0,0.00217101,4.71322,0,0.00471322
5354,2.45203,4.45467,2.45203,0,0.00245203,0,0.00445467,0,0.00245203,4.45467,0,0.00445467
5355,2.64461,4.30778,2.45601,0,0.00264461,0,0.00430778,0,0.00245601,4.30778,0,0.00430778
5356,1.78167,2.51706,1.61458,0,0.00178167,0,0.00251706,0,0.00161458,2.51706,0,0.00251706
5357,0.423348,0,0,0,0.000423348,0,0,0,0,-2.43823,0.00243823,0
5358,0,0,0,0,0,0,0,0,0,-13.2068,0.0132068,0
5359,-8.62238,0,-3.41477,0.00862238,0,0,0,0.00341477,0,-28.3506,0.0283506,0
5360,-24.0281,-13.621,-17.0202,0.0240281,0,0.013621,0,0.0170202,0,-37.9751,0.0379751,0
5361,-33.3066,-38.7851,-38.8054,0.0333066,0,0.0387851,0,0.0388054,0,-40.0028,0.0400028,0
5362,-44.8143,-48.9775,-48.9785,0.0448143,0,0.0489775,0,0.0489785,0,-49.0383,0.0490383,0
5363,-24.2299,-25.4054,-25.4054,0.0242299,0,0.0254054,0,0.0254054,0,-25.4084,0.0254084,0
5364,-36.4595,-36.6716,-36.6716,0.0364595,0,0.0366716,0,0.0366716,0,-36.6717,0.0366717,0
5365,-46.9121,-46.9227,-46.9227,0.0469121,0,0.0469227,0,0.0469227,0,-46.9227,0.0469227,0
5366,-39.5891,-39.5896,-39.5896,0.0395891,0,0.0395896,0,0.0395896,0,-39.5896,0.0395896,0
5367,-29.2748,-29.2749,-29.2749,0.0292748,0,0.0292749,0,0.0292749,0,-29.2749,0.0292749,0
5368,-16.0915,-16.0916,-16.0916,0.0160915,0,0.0160916,0,0.0160916,0,-16.0916,0.0160916,0
5369,-4.64617,-3.47343,-3.47343,0.00464617,0,0.00347343,0,0.00347343,0,-3.47343,0.00347343,0
5370,0.298521,0.298521,0.298521,0,0.000298521,0,0.000298521,0,0.000298521,5.97042,0,0.00597042
5371,0.473945,0.473945,0.473945,0,0.000473945,0,0.000473945,0,0.000473945,9.47891,0,0.00947891
5372,0.490583,0.490583,0.490583,0,0.000490583,0,0.000490583,0,0.000490583,9.81166,0,0.00981166
5373,1.19844,0.487585,0.800688,0,0.00119844,0,0.000487585,0,0.000800688,9.7517,0,0.0097517
5374,3.8517,0.429654,3.51682,0,0.0038517,0,0.000429654,0,0.00351682,8.59307,0,0.00859307
5375,3.02197,0.337098,3.02197,0,0.00302197,0,0.000337098,0,0.00302197,6.74196,0,0.00674196
5376,2.43142,0.271222,2.43142,0,0.00243142,0,0.000271222,0,0.00243142,5.42444,0,0.00542444
5377,2.14756,0.239558,2.14756,0,0.00214756,0,0.000239558,0,0.00214756,4.79117,0,0.00479117
5378,2.2355,0.223858,2.00681,0,0.0022355,0,0.000223858,0,0.00200681,4.47715,0,0.00447715
5379,2.40707,3.31893,2.0722,0,0.00240707,0,0.00331893,0,0.0020722,4.37298,0,0.00437298
5380,1.3751,2.17664,1.19811,0,0.0013751,0,0.00217664,0,0.00119811,2.17664,0,0.00217664
5381,0,0,0,0,0,0,0,0,0,-6.52314,0.00652314,0
5382,-0.785006,0,0,0.000785006,0,0,0,0,0,-17.9362,0.0179362,0
5383,-13.164,0,-7.17829,0.013164,0,0,0,0.00717829,0,-28.955,0.028955,0
5384,-27.8281,-22.8724,-26.2752,0.0278281,0,0.0228724,0,0.0262752,0,-38.2787,0.0382787,0
5385,-39.8782,-44.3231,-44.4932,0.0398782,0,0.0443231,0,0.0444932,0,-45.0934,0.0450934,0
5386,-47.0237,-49.9339,-49.9424,0.0470237,0,0.0499339,0,0.0499424,0,-49.9724,0.0499724,0
5387,-51.2417,-51.6755,-51.6759,0.0512417,0,0.0516755,0,0.0516759,0,-51.6774,0.0516774,0
5388,-49.9651,-49.9868,-49.9868,0.0499651,0,0.0499868,0,0.0499868,0,-49.9869,0.0499869,0
5389,-45.4606,-45.4617,-45.4617,0.0454606,0,0.0454617,0,0.0454617,0,-45.4617,0.0454617,0
5390,-38.1349,-38.135,-38.135,0.0381349,0,0.038135,0,0.038135,0,-38.135,0.038135,0
5391,-28.0911,-28.0911,-28.0911,0.0280911,0,0.0280911,0,0.0280911,0,-28.0911,0.0280911,0
5392,-14.8096,-14.8096,-14.8096,0.0148096,0,0.0148096,0,0.0148096,0,-14.8096,0.0148096,0
5393,-3.83729,-2.35399,-2.35399,0.00383729,0,0.00235399,0,0.00235399,0,-2.35399,0.00235399,0
5394,0.349739,0.349739,0.349739,0,0.000349739,0,0.000349739,0,0.000349739,6.99479,0,0.00699479
5395,0.479379,0.479379,0.479379,0,0.000479379,0,0.000479379,0,0.000479379,9.58758,0,0.00958758
5396,0.496316,0.496316,0.496316,0,0.000496316,0,0.000496316,0,0.000496316,9.92632,0,0.00992632
5397,1.87655,0.491033,1.07849,0,0.00187655,0,0.000491033,0,0.00107849,9.82065,0,0.00982065
5398,3.88093,0.432914,3.79603,0,0.00388093,0,0.000432914,0,0.00379603,8.65827,0,0.00865827
5399,3.11334,0.34729,3.11334,0,0.00311334,0,0.00034729,0,0.00311334,6.9458,0,0.0069458
5400,2.5248,0.281639,2.5248,0,0.0025248,0,0.000281639,0,0.0025248,5.63279,0,0.00563279
5401,2.25018,0.247802,2.22146,0,0.00225018,0,0.000247802,0,0.00222146,4.95604,0,0.00495604
5402,2.53124,1.1522,2.06123,0,0.00253124,0,0.0011522,0,0.00206123,4.59856,0,0.00459856
5403,2.46606,4.48015,2.34382,0,0.00246606,0,0.00448015,0,0.00234382,4.48015,0,0.00448015
5404,1.52767,2.49231,1.37187,0,0.00152767,0,0.00249231,0,0.00137187,2.49231,0,0.00249231
5405,0.136088,0,0,0,0.000136088,0,0,0,0,-4.48205,0.00448205,0
5406,0,0,0,0,0,0,0,0,0,-13.2846,0.0132846,0
5407,-8.79784,0,-3.36773,0.00879784,0,0,0,0.00336773,0,-26.2229,0.0262229,0
5408,-17.5311,-3.06952,-11.2141,0.0175311,0,0.00306952,0,0.0112141,0,-27.4294,0.0274294,0
5409,-30.7758,-37.9636,-36.0645,0.0307758,0,0.0379636,0,0.0360645,0,-39.1816,0.0391816,0
5410,-30.4213,-33.2061,-33.1111,0.0304213,0,0.0332061,0,0.0331111,0,-33.267,0.033267,0
5411,-42.3625,-45.1257,-45.121,0.0423625,0,0.0451257,0,0.045121,0,-45.1287,0.0451287,0
5412,-40.7262,-41.3711,-41.3708,0.0407262,0,0.0413711,0,0.0413708,0,-41.3712,0.0413712,0
5413,-37.4225,-37.4548,-37.4548,0.0374225,0,0.0374548,0,0.0374548,0,-37.4548,0.0374548,0
5414,-29.4869,-29.4885,-29.4885,0.0294869,0,0.0294885,0,0.0294885,0,-29.4885,0.0294885,0
5415,-18.5696,-18.5696,-18.5696,0.0185696,0,0.0185696,0,0.0185696,0,-18.5696,0.0185696,0
5416,-8.9335,-8.78579,-8.78579,0.0089335,0,0.00878579,0,0.00878579,0,-8.78579,0.00878579,0
5417,-4.93455,-3.86437,-3.86437,0.00493455,0,0.00386437,0,0.00386437,0,-3.86437,0.00386437,0
5418,0.201351,0.209826,0.209826,0,0.000201351,0,0.000209826,0,0.000209826,4.19652,0,0.00419652
5419,0.456334,0.456334,0.456334,0,0.000456334,0,0.000456334,0,0.000456334,9.12667,0,0.00912667
5420,0.492119,0.492119,0.492119,0,0.000492119,0,0.000492119,0,0.000492119,9.84239,0,0.00984239
5421,0.925515,0.484737,0.484737,0,0.000925515,0,0.000484737,0,0.000484737,9.69475,0,0.00969475
5422,3.29596,0.426618,2.94557,0,0.00329596,0,0.000426618,0,0.00294557,8.53237,0,0.00853237
5423,3.08042,0.343618,3.08042,0,0.00308042,0,0.000343618,0,0.00308042,6.87236,0,0.00687236
5424,2.53622,0.282913,2.53622,0,0.00253622,0,0.000282913,0,0.00253622,5.65827,0,0.00565827
5425,2.19996,0.245404,2.19996,0,0.00219996,0,0.000245404,0,0.00219996,4.90808,0,0.00490808
5426,2.2741,0.232663,2.08575,0,0.0022741,0,0.000232663,0,0.00208575,4.65327,0,0.00465327
5427,2.44172,1.90386,1.98833,0,0.00244172,0,0.00190386,0,0.00198833,4.43593,0,0.00443593
5428,2.1476,3.80636,2.05468,0,0.0021476,0,0.00380636,0,0.00205468,3.80636,0,0.00380636
5429,0.300866,0,0,0,0.000300866,0,0,0,0,-3.37717,0.00337717,0
5430,0,0,0,0,0,0,0,0,0,-16.4359,0.0164359,0
5431,-4.21377,0,0,0.00421377,0,0,0,0,0,-13.2765,0.0132765,0
5432,-20.7615,-0.414687,-13.2035,0.0207615,0,0.000414687,0,0.0132035,0,-35.1296,0.0351296,0
5433,-32.1015,-39.2271,-37.2352,0.0321015,0,0.0392271,0,0.0372352,0,-40.9629,0.0409629,0
5434,-33.3868,-36.5116,-36.412,0.0333868,0,0.0365116,0,0.036412,0,-36.5983,0.0365983,0
5435,-15.7431,-16.7199,-16.715,0.0157431,0,0.0167199,0,0.016715,0,-16.7243,0.0167243,0
5436,-12.8229,-13.1358,-13.1355,0.0128229,0,0.0131358,0,0.0131355,0,-13.136,0.013136,0
5437,-4.63652,-4.16762,-4.16761,0.00463652,0,0.00416762,0,0.00416761,0,-4.16763,0.00416763,0
5438,-0.281624,0.0757229,0.0757229,0.000281624,0,0,7.57E-05,0,7.57E-05,1.51446,0,0.00151446
5439,-0.768907,0.0471406,0.0471406,0.000768907,0,0,4.71E-05,0,4.71E-05,0.942812,0,0.000942812
5440,0.360986,0.360986,0.360986,0,0.000360986,0,0.000360986,0,0.000360986,7.21971,0,0.00721971
5441,0.384666,0.384666,0.384666,0,0.000384666,0,0.000384666,0,0.000384666,7.69332,0,0.00769332
5442,0.479498,0.448563,0.448563,0,0.000479498,0,0.000448563,0,0.000448563,8.97126,0,0.00897126
5443,2.35381,0.490658,1.04173,0,0.00235381,0,0.000490658,0,0.00104173,9.81316,0,0.00981316
5444,4.53241,0.507783,4.43405,0,0.00453241,0,0.000507783,0,0.00443405,10.1557,0,0.0101557
5445,5.46014,0.495979,4.44629,0,0.00546014,0,0.000495979,0,0.00444629,9.91958,0,0.00991958
5446,4.80382,0.436361,3.91183,0,0.00480382,0,0.000436361,0,0.00391183,8.72722,0,0.00872722
5447,3.7853,5.74367,3.44192,0,0.0037853,0,0.00574367,0,0.00344192,6.87686,0,0.00687686
5448,3.46802,5.72647,3.22872,0,0.00346802,0,0.00572647,0,0.00322872,5.72647,0,0.00572647
5449,3.19639,4.98302,3.19639,0,0.00319639,0,0.00498302,0,0.00319639,4.98302,0,0.00498302
5450,2.96564,4.62329,3.23224,0,0.00296564,0,0.00462329,0,0.00323224,4.62329,0,0.00462329
5451,3.16662,4.49739,3.61915,0,0.00316662,0,0.00449739,0,0.00361915,4.49739,0,0.00449739
5452,3.00051,3.35682,2.70131,0,0.00300051,0,0.00335682,0,0.00270131,3.35682,0,0.00335682
5453,0.779579,0,0,0,0.000779579,0,0,0,0,-0.867028,0.000867028,0
5454,0,0,0,0,0,0,0,0,0,-7.56339,0.00756339,0
5455,-2.65553,0,0,0.00265553,0,0,0,0,0,-20.5948,0.0205948,0
5456,-12.1855,0,-8.97363,0.0121855,0,0,0,0.00897363,0,-28.9004,0.0289004,0
5457,-21.071,-19.9758,-15.7974,0.021071,0,0.0199758,0,0.0157974,0,-31.0965,0.0310965,0
5458,-36.2199,-42.2162,-40.1788,0.0362199,0,0.0422162,0,0.0401788,0,-42.7722,0.0427722,0
5459,-39.5147,-43.1077,-43.0059,0.0395147,0,0.0431077,0,0.0430059,0,-43.1355,0.0431355,0
5460,-40.399,-42.8159,-42.8108,0.040399,0,0.0428159,0,0.0428108,0,-42.8173,0.0428173,0
5461,-38.2574,-38.3783,-38.378,0.0382574,0,0.0383783,0,0.038378,0,-38.3783,0.0383783,0
5462,-30.0384,-30.0444,-30.0444,0.0300384,0,0.0300444,0,0.0300444,0,-30.0444,0.0300444,0
5463,-16.9044,-16.9047,-16.9047,0.0169044,0,0.0169047,0,0.0169047,0,-16.9047,0.0169047,0
5464,-7.57886,-7.14051,-7.14051,0.00757886,0,0.00714051,0,0.00714051,0,-7.14051,0.00714051,0
5465,-1.9536,-0.0217159,-0.0217159,0.0019536,0,2.17E-05,0,2.17E-05,0,-0.0217159,2.17E-05,0
5466,0.393469,0.393469,0.393469,0,0.000393469,0,0.000393469,0,0.000393469,7.86937,0,0.00786937
5467,0.479716,0.479716,0.479716,0,0.000479716,0,0.000479716,0,0.000479716,9.59432,0,0.00959432
5468,0.497216,0.497216,0.497216,0,0.000497216,0,0.000497216,0,0.000497216,9.94431,0,0.00994431
5469,2.6388,0.491108,1.3524,0,0.0026388,0,0.000491108,0,0.0013524,9.82215,0,0.00982215
5470,3.9115,0.436324,3.9115,0,0.0039115,0,0.000436324,0,0.0039115,8.72647,0,0.00872647
5471,3.17146,0.353773,3.17146,0,0.00317146,0,0.000353773,0,0.00317146,7.07546,0,0.00707546
5472,2.63566,0.294005,2.63566,0,0.00263566,0,0.000294005,0,0.00263566,5.8801,0,0.0058801
5473,2.61709,0.251849,2.25774,0,0.00261709,0,0.000251849,0,0.00225774,5.03698,0,0.00503698
5474,2.56341,2.56623,2.11701,0,0.00256341,0,0.00256623,0,0.00211701,4.65702,0,0.00465702
5475,2.44584,4.44343,2.44584,0,0.00244584,0,0.00444343,0,0.00244584,4.44343,0,0.00444343
5476,2.56145,4.23311,2.38143,0,0.00256145,0,0.00423311,0,0.00238143,4.23311,0,0.00423311
5477,2.16885,3.18844,2.04524,0,0.00216885,0,0.00318844,0,0.00204524,3.18844,0,0.00318844
5478,1.68493,2.20782,1.41622,0,0.00168493,0,0.00220782,0,0.00141622,2.20782,0,0.00220782
5479,1.14521,0,0,0,0.00114521,0,0,0,0,-0.210835,0.000210835,0
5480,1.19584,0,0,0,0.00119584,0,0,0,0,-1.07455,0.00107455,0
5481,0,0,0,0,0,0,0,0,0,-9.92436,0.00992436,0
5482,-8.74587,0,-1.80211,0.00874587,0,0,0,0.00180211,0,-28.7171,0.0287171,0
5483,-6.95177,0,-4.67248,0.00695177,0,0,0,0.00467248,0,-12.3673,0.0123673,0
5484,-5.90133,0,-3.05701,0.00590133,0,0,0,0.00305701,0,-7.35364,0.00735364,0
5485,-17.0366,-13.4127,-11.0795,0.0170366,0,0.0134127,0,0.0110795,0,-22.8973,0.0228973,0
5486,-25.8611,-31.7767,-30.4839,0.0258611,0,0.0317767,0,0.0304839,0,-32.2509,0.0322509,0
5487,-11.4325,-12.3953,-12.3307,0.0114325,0,0.0123953,0,0.0123307,0,-12.419,0.012419,0
5488,-4.25813,-3.10814,-3.10491,0.00425813,0,0.00310814,0,0.00310491,0,-3.10933,0.00310933,0
5489,-0.174404,0.132927,0.132927,0.000174404,0,0,0.000132927,0,0.000132927,2.65854,0,0.00265854
5490,0.421781,0.421781,0.421781,0,0.000421781,0,0.000421781,0,0.000421781,8.43562,0,0.00843562
5491,0.7424,0.490358,0.490358,0,0.0007424,0,0.000490358,0,0.000490358,9.80716,0,0.00980716
5492,3.39576,0.496354,0.496354,0,0.00339576,0,0.000496354,0,0.000496354,9.92707,0,0.00992707
5493,4.04028,0.478142,2.59828,0,0.00404028,0,0.000478142,0,0.00259828,9.56285,0,0.00956285
5494,4.73934,0.426506,3.82348,0,0.00473934,0,0.000426506,0,0.00382348,8.53012,0,0.00853012
5495,4.33216,0.348864,3.12745,0,0.00433216,0,0.000348864,0,0.00312745,6.97728,0,0.00697728
5496,3.61882,0.291419,2.61248,0,0.00361882,0,0.000291419,0,0.00261248,5.82839,0,0.00582839
5497,3.15349,0.877182,2.27655,0,0.00315349,0,0.000877182,0,0.00227655,5.07895,0,0.00507895
5498,2.91618,4.69674,2.43087,0,0.00291618,0,0.00469674,0,0.00243087,4.69674,0,0.00469674
5499,2.80952,4.44418,2.44626,0,0.00280952,0,0.00444418,0,0.00244626,4.44418,0,0.00444418
5500,2.23506,2.90645,1.79415,0,0.00223506,0,0.00290645,0,0.00179415,2.90645,0,0.00290645
5501,0.231312,0,0,0,0.000231312,0,0,0,0,-3.17384,0.00317384,0
5502,0,0,0,0,0,0,0,0,0,-14.6985,0.0146985,0
5503,-8.78377,0,-3.87235,0.00878377,0,0,0,0.00387235,0,-27.3263,0.0273263,0
5504,-13.6859,0,-8.87273,0.0136859,0,0,0,0.00887273,0,-22.0706,0.0220706,0
5505,-19.7797,-23.6239,-18.5055,0.0197797,0,0.0236239,0,0.0185055,0,-25.8681,0.0258681,0
5506,-31.681,-36.6836,-36.4277,0.031681,0,0.0366836,0,0.0364277,0,-36.7958,0.0367958,0
5507,-40.5392,-44.0933,-44.0805,0.0405392,0,0.0440933,0,0.0440805,0,-44.0989,0.0440989,0
5508,-41.4895,-44.3914,-44.3907,0.0414895,0,0.0443914,0,0.0443907,0,-44.3916,0.0443916,0
5509,-34.5813,-34.7264,-34.7263,0.0345813,0,0.0347264,0,0.0347263,0,-34.7264,0.0347264,0
5510,-31.5961,-31.6034,-31.6034,0.0315961,0,0.0316034,0,0.0316034,0,-31.6034,0.0316034,0
5511,-24.6147,-24.6151,-24.6151,0.0246147,0,0.0246151,0,0.0246151,0,-24.6151,0.0246151,0
5512,-10.7182,-10.6999,-10.6999,0.0107182,0,0.0106999,0,0.0106999,0,-10.6999,0.0106999,0
5513,-1.18168,0.0604737,0.0604737,0.00118168,0,0,6.05E-05,0,6.05E-05,1.20947,0,0.00120947
5514,0.41809,0.41809,0.41809,0,0.00041809,0,0.00041809,0,0.00041809,8.3618,0,0.0083618
5515,0.499501,0.499501,0.499501,0,0.000499501,0,0.000499501,0,0.000499501,9.99003,0,0.00999003
5516,0.520935,0.520935,0.520935,0,0.000520935,0,0.000520935,0,0.000520935,10.4187,0,0.0104187
5517,3.13877,0.499164,2.44888,0,0.00313877,0,0.000499164,0,0.00244888,9.98328,0,0.00998328
5518,3.71868,0.414815,3.71868,0,0.00371868,0,0.000414815,0,0.00371868,8.29629,0,0.00829629
5519,2.91279,0.324919,2.91279,0,0.00291279,0,0.000324919,0,0.00291279,6.49839,0,0.00649839
5520,2.3901,0.266613,2.3901,0,0.0023901,0,0.000266613,0,0.0023901,5.33226,0,0.00533226
5521,2.36305,0.235736,2.1133,0,0.00236305,0,0.000235736,0,0.0021133,4.71472,0,0.00471472
5522,2.44832,3.17013,2.08938,0,0.00244832,0,0.00317013,0,0.00208938,4.44792,0,0.00444792
5523,2.36581,4.29803,2.36581,0,0.00236581,0,0.00429803,0,0.00236581,4.29803,0,0.00429803
5524,2.44489,3.9639,2.25437,0,0.00244489,0,0.0039639,0,0.00225437,3.9639,0,0.0039639
5525,1.10586,0.962154,0.617179,0,0.00110586,0,0.000962154,0,0.000617179,0.962154,0,0.000962154
5526,0.191641,0,0,0,0.000191641,0,0,0,0,-5.1072,0.0051072,0
5527,-2.80328,0,0,0.00280328,0,0,0,0,0,-25.0602,0.0250602,0
5528,-8.87785,0,-5.66345,0.00887785,0,0,0,0.00566345,0,-19.9187,0.0199187,0
5529,-18.7759,-8.92353,-12.117,0.0187759,0,0.00892353,0,0.012117,0,-27.4917,0.0274917,0
5530,-25.4435,-31.1394,-29.8569,0.0254435,0,0.0311394,0,0.0298569,0,-32.0678,0.0320678,0
5531,-38.2147,-42.1857,-42.1216,0.0382147,0,0.0421857,0,0.0421216,0,-42.2321,0.0422321,0
5532,-17.0485,-18.2106,-18.2074,0.0170485,0,0.0182106,0,0.0182074,0,-18.2129,0.0182129,0
5533,-30.4112,-32.1132,-32.1131,0.0304112,0,0.0321132,0,0.0321131,0,-32.1134,0.0321134,0
5534,-28.4894,-29.0111,-29.0111,0.0284894,0,0.0290111,0,0.0290111,0,-29.0111,0.0290111,0
5535,-9.7874,-9.81349,-9.81349,0.0097874,0,0.00981349,0,0.00981349,0,-9.81349,0.00981349,0
5536,-5.9535,-5.20148,-5.20148,0.0059535,0,0.00520148,0,0.00520148,0,-5.20148,0.00520148,0
5537,-0.06787,0.150166,0.150166,0.00006787,0,0,0.000150166,0,0.000150166,3.00332,0,0.00300332
5538,0.426695,0.426695,0.426695,0,0.000426695,0,0.000426695,0,0.000426695,8.53389,0,0.00853389
5539,0.48796,0.48796,0.48796,0,0.00048796,0,0.00048796,0,0.00048796,9.7592,0,0.0097592
5540,0.768728,0.507895,0.507895,0,0.000768728,0,0.000507895,0,0.000507895,10.1579,0,0.0101579
5541,3.3931,0.499726,3.04103,0,0.0033931,0,0.000499726,0,0.00304103,9.99452,0,0.00999452
5542,3.90612,0.435724,3.90612,0,0.00390612,0,0.000435724,0,0.00390612,8.71448,0,0.00871448
5543,3.0784,0.343393,3.0784,0,0.0030784,0,0.000343393,0,0.0030784,6.86786,0,0.00686786
5544,2.6294,0.278791,2.49927,0,0.0026294,0,0.000278791,0,0.00249927,5.57583,0,0.00557583
5545,2.67314,1.49052,2.17679,0,0.00267314,0,0.00149052,0,0.00217679,4.85637,0,0.00485637
5546,2.48256,4.51013,2.39533,0,0.00248256,0,0.00451013,0,0.00239533,4.51013,0,0.00451013
5547,2.5288,4.43743,2.44254,0,0.0025288,0,0.00443743,0,0.00244254,4.43743,0,0.00443743
5548,2.54132,3.86268,2.44975,0,0.00254132,0,0.00386268,0,0.00244975,3.86268,0,0.00386268
5549,0.684396,0,0,0,0.000684396,0,0,0,0,-0.903693,0.000903693,0
5550,0,0,0,0,0,0,0,0,0,-11.3318,0.0113318,0
5551,-5.17372,0,-0.456911,0.00517372,0,0,0,0.000456911,0,-23.9695,0.0239695,0
5552,-19.7756,-2.96532,-13.9245,0.0197756,0,0.00296532,0,0.0139245,0,-34.7206,0.0347206,0
5553,-29.9196,-37.2195,-32.8278,0.0299196,0,0.0372195,0,0.0328278,0,-38.8073,0.0388073,0
5554,-31.9317,-34.8829,-34.6633,0.0319317,0,0.0348829,0,0.0346633,0,-34.9623,0.0349623,0
5555,-24.3158,-26.2429,-26.2319,0.0243158,0,0.0262429,0,0.0262319,0,-26.2469,0.0262469,0
5556,-36.6871,-38.3484,-38.3479,0.0366871,0,0.0383484,0,0.0383479,0,-38.3486,0.0383486,0
5557,-24.543,-24.626,-24.626,0.024543,0,0.024626,0,0.024626,0,-24.626,0.024626,0
5558,-19.6804,-19.6845,-19.6845,0.0196804,0,0.0196845,0,0.0196845,0,-19.6845,0.0196845,0
5559,-9.4744,-9.47461,-9.47461,0.0094744,0,0.00947461,0,0.00947461,0,-9.47461,0.00947461,0
5560,-4.1121,-2.9472,-2.9472,0.0041121,0,0.0029472,0,0.0029472,0,-2.9472,0.0029472,0
