time_step,SI,S2,S3,SY1_G,SY1_L,SY2_G,SY2_L,SY3_G,SY3L,BawY,BY_G,BY_L
1876,4.75819,4.75819,4.75819,0,0.00475819,0,0.00475819,0,0.00475819,4.75819,0,0.00475819
1877,5.08495,5.08495,5.08495,0,0.00508495,0,0.00508495,0,0.00508495,5.08495,0,0.00508495
1878,4.91641,4.91641,4.91641,0,0.00491641,0,0.00491641,0,0.00491641,4.91641,0,0.00491641
1879,1.24324,0,0,0,0.00124324,0,0,0,0,-1.42355,0.00142355,0
1880,0.120739,0,0,0,0.000120739,0,0,0,0,-8.40077,0.00840077,0
1881,0.546327,0,0,0,0.000546327,0,0,0,0,-5.41975,0.00541975,0
1882,-5.01068,0,0,0.00501068,0,0,0,0,0,-17.8429,0.0178429,0
1883,-5.67413,0,-4.13612,0.00567413,0,0,0,0.00413612,0,-13.5016,0.0135016,0
1884,-8.04798,0,-5.48864,0.00804798,0,0,0,0.00548864,0,-13.2751,0.0132751,0
1885,-14.575,-10.548,-9.20946,0.014575,0,0.010548,0,0.00920946,0,-19.8275,0.0198275,0
1886,-11.2176,-14.1039,-9.72575,0.0112176,0,0.0141039,0,0.00972575,0,-14.5679,0.0145679,0
1887,-5.33899,-5.72654,-4.47547,0.00533899,0,0.00572654,0,0.00447547,0,-5.74973,0.00574973,0
1888,0.303331,0.303331,0.303331,0,0.000303331,0,0.000303331,0,0.000303331,6.06662,0,0.00606662
1889,1.68524,0.585724,0.585724,0,0.00168524,0,0.000585724,0,0.000585724,11.7145,0,0.0117145
1890,4.43966,0.64894,0.64894,0,0.00443966,0,0.00064894,0,0.00064894,12.9788,0,0.0129788
1891,7.94275,0.702712,4.58419,0,0.00794275,0,0.000702712,0,0.00458419,14.0542,0,0.0140542
1892,8.33394,0.671123,6.01639,0,0.00833394,0,0.000671123,0,0.00601639,13.4225,0,0.0134225
1893,7.75911,4.91956,5.81526,0,0.00775911,0,0.00491956,0,0.00581526,12.4362,0,0.0124362
1894,7.90696,11.1067,6.57444,0,0.00790696,0,0.0111067,0,0.00657444,11.1067,0,0.0111067
1895,7.38143,9.29904,6.8742,0,0.00738143,0,0.00929904,0,0.0068742,9.29904,0,0.00929904
1896,6.42513,7.34151,6.57411,0,0.00642513,0,0.00734151,0,0.00657411,7.34151,0,0.00734151
1897,5.2703,5.90633,5.90633,0,0.0052703,0,0.00590633,0,0.00590633,5.90633,0,0.00590633
1898,5.06632,5.13141,5.13141,0,0.00506632,0,0.00513141,0,0.00513141,5.13141,0,0.00513141
1899,4.76643,4.76643,4.76643,0,0.00476643,0,0.00476643,0,0.00476643,4.76643,0,0.00476643
1900,4.78442,4.78442,4.78442,0,0.00478442,0,0.00478442,0,0.00478442,4.78442,0,0.00478442
1901,4.66892,4.66892,4.66892,0,0.00466892,0,0.00466892,0,0.00466892,4.66892,0,0.00466892
1902,1.76699,1.37694,1.37694,0,0.00176699,0,0.00137694,0,0.00137694,1.37694,0,0.00137694
1903,1.55907,0,0,0,0.00155907,0,0,0,0,-0.234902,0.000234902,0
1904,0.83612,0,0,0,0.00083612,0,0,0,0,-3.73858,0.00373858,0
1905,-0.175287,0,0,0.000175287,0,0,0,0,0,-14.3286,0.0143286,0
1906,-4.58769,0,0,0.00458769,0,0,0,0,0,-13.8609,0.0138609,0
1907,-6.25884,0,-4.25659,0.00625884,0,0,0,0.00425659,0,-14.6667,0.0146667,0
1908,-12.5485,0,-8.34373,0.0125485,0,0,0,0.00834373,0,-20.1299,0.0201299,0
1909,-8.79487,-8.79637,-5.45994,0.00879487,0,0.00879637,0,0.00545994,0,-11.3347,0.0113347,0
1910,-2.87651,-2.17491,-1.18701,0.00287651,0,0.00217491,0,0.00118701,0,-2.30182,0.00230182,0
1911,-1.20586,0.0117503,0.0117503,0.00120586,0,0,1.18E-05,0,1.18E-05,0.235006,0,0.000235006
1912,0.0129881,0.142131,0.142131,0,1.30E-05,0,0.000142131,0,0.000142131,2.84262,0,0.00284262
1913,2.88163,0.534509,0.534509,0,0.00288163,0,0.000534509,0,0.000534509,10.6902,0,0.0106902
1914,4.59852,0.620873,0.620873,0,0.00459852,0,0.000620873,0,0.000620873,12.4175,0,0.0124175
1915,6.43495,0.682889,2.58473,0,0.00643495,0,0.000682889,0,0.00258473,13.6578,0,0.0136578
1916,8.26414,0.665502,5.96601,0,0.00826414,0,0.000665502,0,0.00596601,13.31,0,0.01331
1917,8.48005,0.610306,5.47119,0,0.00848005,0,0.000610306,0,0.00547119,12.2061,0,0.0122061
1918,7.80452,10.2176,5.73329,0,0.00780452,0,0.0102176,0,0.00573329,10.9628,0,0.0109628
1919,6.73729,9.27806,9.1682,0,0.00673729,0,0.00927806,0,0.0091682,9.27806,0,0.00927806
1920,6.43279,7.28155,7.28155,0,0.00643279,0,0.00728155,0,0.00728155,7.28155,0,0.00728155
1921,5.60521,6.01275,6.01275,0,0.00560521,0,0.00601275,0,0.00601275,6.01275,0,0.00601275
1922,4.86046,5.21385,5.21385,0,0.00486046,0,0.00521385,0,0.00521385,5.21385,0,0.00521385
1923,4.61695,4.77992,4.77992,0,0.00461695,0,0.00477992,0,0.00477992,4.77992,0,0.00477992
1924,4.77693,4.77693,4.77693,0,0.00477693,0,0.00477693,0,0.00477693,4.77693,0,0.00477693
1925,4.78104,4.78104,4.78104,0,0.00478104,0,0.00478104,0,0.00478104,4.78104,0,0.00478104
1926,3.98481,3.98481,3.98481,0,0.00398481,0,0.00398481,0,0.00398481,3.98481,0,0.00398481
1927,2.00858,1.35986,1.35986,0,0.00200858,0,0.00135986,0,0.00135986,1.35986,0,0.00135986
1928,0,0,0,0,0,0,0,0,0,-11.9955,0.0119955,0
1929,-3.23775,0,0,0.00323775,0,0,0,0,0,-18.2922,0.0182922,0
1930,-9.01071,0,-7.14061,0.00901071,0,0,0,0.00714061,0,-23.3282,0.0233282,0
1931,-7.09737,0,-4.24266,0.00709737,0,0,0,0.00424266,0,-10.4357,0.0104357,0
1932,-6.98585,-2.69256,-3.40078,0.00698585,0,0.00269256,0,0.00340078,0,-7.99348,0.00799348,0
1933,-6.49691,-7.0279,-3.80128,0.00649691,0,0.0070279,0,0.00380128,0,-7.29295,0.00729295,0
1934,-4.59279,-4.43904,-2.64083,0.00459279,0,0.00443904,0,0.00264083,0,-4.45229,0.00445229,0
1935,-2.06213,-0.721635,-0.443136,0.00206213,0,0.000721635,0,0.000443136,0,-0.722297,0.000722297,0
1936,1.27541,0.289069,0.289069,0,0.00127541,0,0.000289069,0,0.000289069,5.78138,0,0.00578138
1937,3.90261,0.559546,0.559546,0,0.00390261,0,0.000559546,0,0.000559546,11.1909,0,0.0111909
1938,5.24772,0.664191,0.664191,0,0.00524772,0,0.000664191,0,0.000664191,13.2838,0,0.0132838
1939,7.74318,0.702787,4.38424,0,0.00774318,0,0.000702787,0,0.00438424,14.0557,0,0.0140557
1940,8.31532,0.669624,6.00296,0,0.00831532,0,0.000669624,0,0.00600296,13.3925,0,0.0133925
1941,8.67566,4.1955,5.64109,0,0.00867566,0,0.0041955,0,0.00564109,12.2189,0,0.0122189
1942,7.81946,10.9838,6.64972,0,0.00781946,0,0.0109838,0,0.00664972,10.9838,0,0.0109838
1943,7.60891,9.57933,9.57933,0,0.00760891,0,0.00957933,0,0.00957933,9.57933,0,0.00957933
1944,7.17017,7.6915,7.6915,0,0.00717017,0,0.0076915,0,0.0076915,7.6915,0,0.0076915
1945,5.79105,6.2121,6.2121,0,0.00579105,0,0.0062121,0,0.0062121,6.2121,0,0.0062121
1946,5.18306,5.31802,5.31802,0,0.00518306,0,0.00531802,0,0.00531802,5.31802,0,0.00531802
1947,4.8084,4.8084,4.8084,0,0.0048084,0,0.0048084,0,0.0048084,4.8084,0,0.0048084
1948,4.71173,4.71173,4.71173,0,0.00471173,0,0.00471173,0,0.00471173,4.71173,0,0.00471173
1949,4.88185,4.88185,4.88185,0,0.00488185,0,0.00488185,0,0.00488185,4.88185,0,0.00488185
1950,4.78043,4.78043,4.78043,0,0.00478043,0,0.00478043,0,0.00478043,4.78043,0,0.00478043
1951,5.03431,5.03431,5.03431,0,0.00503431,0,0.00503431,0,0.00503431,5.03431,0,0.00503431
1952,4.02254,3.99485,3.99485,0,0.00402254,0,0.00399485,0,0.00399485,3.99485,0,0.00399485
1953,4.32829,4.24492,4.24492,0,0.00432829,0,0.00424492,0,0.00424492,4.24492,0,0.00424492
1954,2.71053,1.6138,1.6138,0,0.00271053,0,0.0016138,0,0.0016138,1.6138,0,0.0016138
1955,2.02008,0,0,0,0.00202008,0,0,0,0,-0.489506,0.000489506,0
1956,2.61435,1.17968,1.17968,0,0.00261435,0,0.00117968,0,0.00117968,1.62146,0,0.00162146
1957,2.96826,2.79975,2.79975,0,0.00296826,0,0.00279975,0,0.00279975,2.79975,0,0.00279975
1958,2.34029,1.19132,1.19132,0,0.00234029,0,0.00119132,0,0.00119132,1.19132,0,0.00119132
1959,3.85507,5.46391,5.46391,0,0.00385507,0,0.00546391,0,0.00546391,5.46391,0,0.00546391
1960,4.4896,5.9747,5.9747,0,0.0044896,0,0.0059747,0,0.0059747,5.9747,0,0.0059747
1961,10.5524,11.7817,11.7817,0,0.0105524,0,0.0117817,0,0.0117817,11.7817,0,0.0117817
1962,12.8159,13.7477,13.7477,0,0.0128159,0,0.0137477,0,0.0137477,13.7477,0,0.0137477
1963,14.343,14.5144,14.5144,0,0.014343,0,0.0145144,0,0.0145144,14.5144,0,0.0145144
1964,13.702,13.702,13.702,0,0.013702,0,0.013702,0,0.013702,13.702,0,0.013702
1965,11.9026,11.9026,11.9026,0,0.0119026,0,0.0119026,0,0.0119026,11.9026,0,0.0119026
1966,10.8159,10.8159,10.8159,0,0.0108159,0,0.0108159,0,0.0108159,10.8159,0,0.0108159
1967,9.37399,9.37399,9.37399,0,0.00937399,0,0.00937399,0,0.00937399,9.37399,0,0.00937399
1968,7.5521,7.5521,7.5521,0,0.0075521,0,0.0075521,0,0.0075521,7.5521,0,0.0075521
1969,6.00975,6.00975,6.00975,0,0.00600975,0,0.00600975,0,0.00600975,6.00975,0,0.00600975
1970,5.26931,5.26931,5.26931,0,0.00526931,0,0.00526931,0,0.00526931,5.26931,0,0.00526931
1971,4.85487,4.85487,4.85487,0,0.00485487,0,0.00485487,0,0.00485487,4.85487,0,0.00485487
1972,4.49888,4.49888,4.49888,0,0.00449888,0,0.00449888,0,0.00449888,4.49888,0,0.00449888
1973,3.8817,3.8817,3.8817,0,0.0038817,0,0.0038817,0,0.0038817,3.8817,0,0.0038817
1974,0,0,0,0,0,0,0,0,0,-6.7859,0.0067859,0
1975,0,0,0,0,0,0,0,0,0,-10.2342,0.0102342,0
1976,-5.3751,0,-0.785748,0.0053751,0,0,0,0.000785748,0,-20.7727,0.0207727,0
1977,-12.5013,0,-10.5803,0.0125013,0,0,0,0.0105803,0,-26.1847,0.0261847,0
1978,-11.2232,-8.66336,-6.56241,0.0112232,0,0.00866336,0,0.00656241,0,-14.0348,0.0140348,0
1979,-13.3666,-16.5987,-11.1458,0.0133666,0,0.0165987,0,0.0111458,0,-16.8672,0.0168672,0
1980,-29.4597,-36.6439,-33.0223,0.0294597,0,0.0366439,0,0.0330223,0,-36.6573,0.0366573,0
1981,-24.3207,-27.5514,-27.3704,0.0243207,0,0.0275514,0,0.0273704,0,-27.5521,0.0275521,0
1982,-17.9025,-18.8518,-18.8427,0.0179025,0,0.0188518,0,0.0188427,0,-18.8518,0.0188518,0
1983,-11.9472,-12.2053,-12.2048,0.0119472,0,0.0122053,0,0.0122048,0,-12.2053,0.0122053,0
1984,-2.92095,-1.12454,-1.12452,0.00292095,0,0.00112454,0,0.00112452,0,-1.12454,0.00112454,0
1985,0.549865,0.549865,0.549865,0,0.000549865,0,0.000549865,0,0.000549865,10.9973,0,0.0109973
1986,0.74824,0.74824,0.74824,0,0.00074824,0,0.00074824,0,0.00074824,14.9648,0,0.0149648
1987,5.35391,0.772709,3.30106,0,0.00535391,0,0.000772709,0,0.00330106,15.4542,0,0.0154542
1988,8.03057,0.729467,6.53943,0,0.00803057,0,0.000729467,0,0.00653943,14.5893,0,0.0145893
1989,7.24569,3.34089,5.88535,0,0.00724569,0,0.00334089,0,0.00588535,12.978,0,0.012978
1990,7.35935,11.1959,6.47768,0,0.00735935,0,0.0111959,0,0.00647768,11.1959,0,0.0111959
1991,6.64779,8.74896,6.1663,0,0.00664779,0,0.00874896,0,0.0061663,8.74896,0,0.00874896
1992,5.83679,6.66926,5.36692,0,0.00583679,0,0.00666926,0,0.00536692,6.66926,0,0.00666926
1993,4.80245,5.48739,4.55519,0,0.00480245,0,0.00548739,0,0.00455519,5.48739,0,0.00548739
1994,4.27523,4.82564,4.41935,0,0.00427523,0,0.00482564,0,0.00441935,4.82564,0,0.00482564
1995,4.23095,4.48689,4.23095,0,0.00423095,0,0.00448689,0,0.00423095,4.48689,0,0.00448689
1996,4.2472,4.50413,4.2472,0,0.0042472,0,0.00450413,0,0.0042472,4.50413,0,0.00450413
1997,3.88775,4.12089,3.88582,0,0.00388775,0,0.00412089,0,0.00388582,4.12089,0,0.00412089
1998,4.16053,4.36201,4.16888,0,0.00416053,0,0.00436201,0,0.00416888,4.36201,0,0.00436201
1999,2.00942,1.25496,1.25496,0,0.00200942,0,0.00125496,0,0.00125496,1.25496,0,0.00125496
2000,0.722555,0,0,0,0.000722555,0,0,0,0,-4.51428,0.00451428,0
2001,0.355661,0,0,0,0.000355661,0,0,0,0,-7.28088,0.00728088,0
2002,1.36606,0,0,0,0.00136606,0,0,0,0,-1.23743,0.00123743,0
2003,-9.17704,0,-3.20611,0.00917704,0,0,0,0.00320611,0,-30.3347,0.0303347,0
2004,-3.47598,0,-1.98627,0.00347598,0,0,0,0.00198627,0,-5.87263,0.00587263,0
2005,-12.6872,0,-7.90699,0.0126872,0,0,0,0.00790699,0,-18.9191,0.0189191,0
2006,-10.6126,-12.1689,-6.91573,0.0106126,0,0.0121689,0,0.00691573,0,-13.5677,0.0135677,0
2007,-4.16239,-3.7497,-2.30149,0.00416239,0,0.0037497,0,0.00230149,0,-3.81965,0.00381965,0
2008,-0.610596,0.0903292,0.0903292,0.000610596,0,0,9.03E-05,0,9.03E-05,1.80658,0,0.00180658
2009,2.05518,0.53761,0.53761,0,0.00205518,0,0.00053761,0,0.00053761,10.7522,0,0.0107522
2010,5.33298,0.723921,0.723921,0,0.00533298,0,0.000723921,0,0.000723921,14.4784,0,0.0144784
2011,7.42003,0.747341,3.50178,0,0.00742003,0,0.000747341,0,0.00350178,14.9468,0,0.0149468
2012,8.60522,0.692969,6.21224,0,0.00860522,0,0.000692969,0,0.00621224,13.8594,0,0.0138594
2013,8.76047,2.81014,5.66053,0,0.00876047,0,0.00281014,0,0.00566053,12.5981,0,0.0125981
2014,8.05208,11.3105,6.50461,0,0.00805208,0,0.0113105,0,0.00650461,11.3105,0,0.0113105
2015,6.87903,9.33352,8.78957,0,0.00687903,0,0.00933352,0,0.00878957,9.33352,0,0.00933352
2016,6.71605,7.20436,7.20436,0,0.00671605,0,0.00720436,0,0.00720436,7.20436,0,0.00720436
2017,5.50251,5.90258,5.90258,0,0.00550251,0,0.00590258,0,0.00590258,5.90258,0,0.00590258
2018,4.86576,5.1449,5.1449,0,0.00486576,0,0.0051449,0,0.0051449,5.1449,0,0.0051449
2019,4.79791,4.79791,4.79791,0,0.00479791,0,0.00479791,0,0.00479791,4.79791,0,0.00479791
2020,4.71997,4.71997,4.71997,0,0.00471997,0,0.00471997,0,0.00471997,4.71997,0,0.00471997
2021,4.34544,4.34544,4.34544,0,0.00434544,0,0.00434544,0,0.00434544,4.34544,0,0.00434544
2022,0.643532,0,0,0,0.000643532,0,0,0,0,-3.17765,0.00317765,0
2023,0,0,0,0,0,0,0,0,0,-10.4787,0.0104787,0
2024,-2.34951,0,0,0.00234951,0,0,0,0,0,-13.2057,0.0132057,0
2025,-13.1977,0,-9.59298,0.0131977,0,0,0,0.00959298,0,-32.4328,0.0324328,0
2026,-11.4037,-6.27287,-6.98759,0.0114037,0,0.00627287,0,0.00698759,0,-16.0927,0.0160927,0
2027,-26.4278,-35.7451,-26.8267,0.0264278,0,0.0357451,0,0.0268267,0,-36.2361,0.0362361,0
2028,-19.2568,-22.7132,-21.3933,0.0192568,0,0.0227132,0,0.0213933,0,-22.7377,0.0227377,0
2029,-25.7293,-27.8223,-27.7563,0.0257293,0,0.0278223,0,0.0277563,0,-27.8235,0.0278235,0
2030,-21.6463,-23.2133,-23.2101,0.0216463,0,0.0232133,0,0.0232101,0,-23.2134,0.0232134,0
2031,-11.4271,-11.8746,-11.8745,0.0114271,0,0.0118746,0,0.0118745,0,-11.8746,0.0118746,0
2032,-3.73926,-2.58259,-2.58258,0.00373926,0,0.00258259,0,0.00258258,0,-2.58259,0.00258259,0
2033,0.464924,0.464924,0.464924,0,0.000464924,0,0.000464924,0,0.000464924,9.29849,0,0.00929849
2034,0.647965,0.647965,0.647965,0,0.000647965,0,0.000647965,0,0.000647965,12.9593,0,0.0129593
2035,1.83279,0.696304,1.25345,0,0.00183279,0,0.000696304,0,0.00125345,13.9261,0,0.0139261
2036,6.496,0.686262,6.03959,0,0.006496,0,0.000686262,0,0.00603959,13.7252,0,0.0137252
2037,6.95141,0.63144,5.66065,0,0.00695141,0,0.00063144,0,0.00566065,12.6288,0,0.0126288
2038,6.07233,7.60026,5.48168,0,0.00607233,0,0.00760026,0,0.00548168,11.0317,0,0.0110317
2039,5.9675,9.42645,5.76006,0,0.0059675,0,0.00942645,0,0.00576006,9.42645,0,0.00942645
2040,6.11552,7.60006,5.70161,0,0.00611552,0,0.00760006,0,0.00570161,7.60006,0,0.00760006
2041,5.38291,6.15065,4.94958,0,0.00538291,0,0.00615065,0,0.00494958,6.15065,0,0.00615065
2042,4.69816,5.36823,4.53186,0,0.00469816,0,0.00536823,0,0.00453186,5.36823,0,0.00536823
2043,4.38969,4.85787,4.51955,0,0.00438969,0,0.00485787,0,0.00451955,4.85787,0,0.00485787
2044,4.52493,4.79866,4.52493,0,0.00452493,0,0.00479866,0,0.00452493,4.79866,0,0.00479866
2045,3.87495,4.10661,3.87236,0,0.00387495,0,0.00410661,0,0.00387236,4.10661,0,0.00410661
2046,0.913853,0,0,0,0.000913853,0,0,0,0,-1.52716,0.00152716,0
2047,0,0,0,0,0,0,0,0,0,-9.40559,0.00940559,0
2048,-5.69845,0,-0.86587,0.00569845,0,0,0,0.00086587,0,-26.7468,0.0267468,0
2049,-16.7092,-2.21023,-13.1382,0.0167092,0,0.00221023,0,0.0131382,0,-32.5646,0.0325646,0
2050,-30.4637,-40.9417,-30.5312,0.0304637,0,0.0409417,0,0.0305312,0,-42.4594,0.0424594,0
2051,-30.0392,-33.12,-32.1979,0.0300392,0,0.03312,0,0.0321979,0,-33.1958,0.0331958,0
2052,-24.036,-25.8532,-25.8071,0.024036,0,0.0258532,0,0.0258071,0,-25.857,0.025857,0
2053,-20.7596,-22.2228,-22.2205,0.0207596,0,0.0222228,0,0.0222205,0,-22.223,0.022223,0
2054,-11.6336,-12.1179,-12.1178,0.0116336,0,0.0121179,0,0.0121178,0,-12.1179,0.0121179,0
2055,-6.90359,-6.72812,-6.72812,0.00690359,0,0.00672812,0,0.00672812,0,-6.72812,0.00672812,0
2056,-0.0665881,0.127319,0.127319,6.66E-05,0,0,0.000127319,0,0.000127319,2.54638,0,0.00254638
2057,0.538042,0.538042,0.538042,0,0.000538042,0,0.000538042,0,0.000538042,10.7608,0,0.0107608
2058,0.655122,0.655122,0.655122,0,0.000655122,0,0.000655122,0,0.000655122,13.1024,0,0.0131024
2059,3.10655,0.69829,2.81215,0,0.00310655,0,0.00069829,0,0.00281215,13.9658,0,0.0139658
2060,5.99053,0.668238,5.99053,0,0.00599053,0,0.000668238,0,0.00599053,13.3648,0,0.0133648
2061,6.66909,0.614166,5.50579,0,0.00666909,0,0.000614166,0,0.00550579,12.2833,0,0.0122833
2062,6.14913,10.8247,5.81283,0,0.00614913,0,0.0108247,0,0.00581283,10.9448,0,0.0109448
2063,5.82888,9.08695,5.914,0,0.00582888,0,0.00908695,0,0.005914,9.08695,0,0.00908695
2064,5.73084,7.23509,5.82225,0,0.00573084,0,0.00723509,0,0.00582225,7.23509,0,0.00723509
2065,5.03857,5.75719,4.63295,0,0.00503857,0,0.00575719,0,0.00463295,5.75719,0,0.00575719
2066,4.4522,5.08719,4.52367,0,0.0044522,0,0.00508719,0,0.00452367,5.08719,0,0.00508719
2067,4.30041,4.73871,4.4684,0,0.00430041,0,0.00473871,0,0.0044684,4.73871,0,0.00473871
2068,4.51009,4.78292,4.51009,0,0.00451009,0,0.00478292,0,0.00451009,4.78292,0,0.00478292
2069,3.86898,4.10032,3.86643,0,0.00386898,0,0.00410032,0,0.00386643,4.10032,0,0.00410032
2070,0.760017,0,0,0,0.000760017,0,0,0,0,-2.33402,0.00233402,0
2071,0.0552405,0,0,0,5.52E-05,0,0,0,0,-8.10065,0.00810065,0
2072,0.167423,0,0,0,0.000167423,0,0,0,0,-7.72933,0.00772933,0
2073,-4.50924,0,0,0.00450924,0,0,0,0,0,-13.9805,0.0139805,0
2074,-8.69485,0,-6.77465,0.00869485,0,0,0,0.00677465,0,-20.6913,0.0206913,0
2075,-4.46607,0,-2.38797,0.00446607,0,0,0,0.00238797,0,-5.92309,0.00592309,0
2076,-8.80965,-1.00771,-4.74756,0.00880965,0,0.00100771,0,0.00474756,0,-11.3368,0.0113368,0
2077,-8.78433,-10.5696,-5.7458,0.00878433,0,0.0105696,0,0.0057458,0,-11.086,0.011086,0
2078,-4.61303,-4.78197,-2.93545,0.00461303,0,0.00478197,0,0.00293545,0,-4.80779,0.00480779,0
2079,-0.0788869,0.101931,0.101931,7.89E-05,0,0,0.000101931,0,0.000101931,2.03861,0,0.00203861
2080,1.27783,0.228951,0.228951,0,0.00127783,0,0.000228951,0,0.000228951,4.57902,0,0.00457902
2081,3.85816,0.558499,0.558499,0,0.00385816,0,0.000558499,0,0.000558499,11.17,0,0.01117
2082,5.08956,0.636724,0.636724,0,0.00508956,0,0.000636724,0,0.000636724,12.7345,0,0.0127345
2083,7.18205,0.689747,4.37326,0,0.00718205,0,0.000689747,0,0.00437326,13.7949,0,0.0137949
2084,8.41165,0.677381,6.07249,0,0.00841165,0,0.000677381,0,0.00607249,13.5476,0,0.0135476
2085,8.74109,4.4689,5.72391,0,0.00874109,0,0.0044689,0,0.00572391,12.3388,0,0.0123388
2086,7.93951,11.1524,6.56311,0,0.00793951,0,0.0111524,0,0.00656311,11.1524,0,0.0111524
2087,6.96005,9.32902,8.94385,0,0.00696005,0,0.00932902,0,0.00894385,9.32902,0,0.00932902
2088,6.65169,7.32877,7.32877,0,0.00665169,0,0.00732877,0,0.00732877,7.32877,0,0.00732877
2089,5.72957,6.14615,6.14615,0,0.00572957,0,0.00614615,0,0.00614615,6.14615,0,0.00614615
2090,4.91239,5.22884,5.22884,0,0.00491239,0,0.00522884,0,0.00522884,5.22884,0,0.00522884
2091,4.77618,4.77618,4.77618,0,0.00477618,0,0.00477618,0,0.00477618,4.77618,0,0.00477618
2092,4.79641,4.79641,4.79641,0,0.00479641,0,0.00479641,0,0.00479641,4.79641,0,0.00479641
2093,4.52134,4.52134,4.52134,0,0.00452134,0,0.00452134,0,0.00452134,4.52134,0,0.00452134
2094,2.72602,2.70797,2.70797,0,0.00272602,0,0.00270797,0,0.00270797,2.70797,0,0.00270797
2095,0.980871,0,0,0,0.000980871,0,0,0,0,-2.268,0.002268,0
2096,0,0,0,0,0,0,0,0,0,-13.9213,0.0139213,0
2097,-9.33741,0,-5.0867,0.00933741,0,0,0,0.0050867,0,-31.8221,0.0318221,0
2098,-15.479,-4.87768,-10.5336,0.015479,0,0.00487768,0,0.0105336,0,-25.4169,0.0254169,0
2099,-4.92987,-4.0715,-2.54299,0.00492987,0,0.0040715,0,0.00254299,0,-5.09846,0.00509846,0
2100,0.189359,0.201536,0.201536,0,0.000189359,0,0.000201536,0,0.000201536,4.03072,0,0.00403072
2101,-1.27129,0,0,0.00127129,0,0,0,0,0,-0.834616,0.000834616,0
2102,-4.87703,-1.65981,-0.894267,0.00487703,0,0.00165981,0,0.000894267,0,-4.949,0.004949,0
2103,-10.4954,-13.1633,-8.81237,0.0104954,0,0.0131633,0,0.00881237,0,-13.3278,0.0133278,0
2104,-4.72906,-4.4711,-3.46979,0.00472906,0,0.0044711,0,0.00346979,0,-4.47932,0.00447932,0
2105,2.24453,0.473712,0.473712,0,0.00224453,0,0.000473712,0,0.000473712,9.47424,0,0.00947424
2106,4.35096,0.635974,0.635974,0,0.00435096,0,0.000635974,0,0.000635974,12.7195,0,0.0127195
2107,5.97702,0.690683,1.21114,0,0.00597702,0,0.000690683,0,0.00121114,13.8137,0,0.0138137
2108,8.46888,0.68199,5.96786,0,0.00846888,0,0.00068199,0,0.00596786,13.6398,0,0.0136398
2109,7.53312,0.606634,5.43827,0,0.00753312,0,0.000606634,0,0.00543827,12.1327,0,0.0121327
2110,7.36251,6.81381,5.36753,0,0.00736251,0,0.00681381,0,0.00536753,10.965,0,0.010965
2111,6.89485,9.685,5.851,0,0.00689485,0,0.009685,0,0.005851,9.685,0,0.009685
2112,6.08854,7.64278,5.64741,0,0.00608854,0,0.00764278,0,0.00564741,7.64278,0,0.00764278
2113,5.32847,6.08845,5.52056,0,0.00532847,0,0.00608845,0,0.00552056,6.08845,0,0.00608845
2114,4.63278,5.26556,5.26556,0,0.00463278,0,0.00526556,0,0.00526556,5.26556,0,0.00526556
2115,4.66438,4.87211,4.87211,0,0.00466438,0,0.00487211,0,0.00487211,4.87211,0,0.00487211
2116,4.8069,4.8069,4.8069,0,0.0048069,0,0.0048069,0,0.0048069,4.8069,0,0.0048069
2117,4.1881,4.1881,4.1881,0,0.0041881,0,0.0041881,0,0.0041881,4.1881,0,0.0041881
2118,1.18991,0.20187,0.20187,0,0.00118991,0,0.00020187,0,0.00020187,0.20187,0,0.00020187
2119,0.621309,0,0,0,0.000621309,0,0,0,0,-3.66693,0.00366693,0
2120,0,0,0,0,0,0,0,0,0,-12.4824,0.0124824,0
2121,-2.4613,0,0,0.0024613,0,0,0,0,0,-9.05147,0.00905147,0
2122,-2.46424,0,0,0.00246424,0,0,0,0,0,-7.22766,0.00722766,0
2123,-13.7041,0,-9.49822,0.0137041,0,0,0,0.00949822,0,-26.9187,0.0269187,0
2124,-15.8318,-11.5243,-9.93556,0.0158318,0,0.0115243,0,0.00993556,0,-21.2945,0.0212945,0
2125,-11.568,-14.1672,-9.9433,0.011568,0,0.0141672,0,0.0099433,0,-14.6557,0.0146557,0
2126,-14.491,-18.3218,-15.6329,0.014491,0,0.0183218,0,0.0156329,0,-18.3462,0.0183462,0
2127,-5.37487,-5.01597,-4.63535,0.00537487,0,0.00501597,0,0.00463535,0,-5.01719,0.00501719,0
2128,-1.03031,0.0582228,0.0582228,0.00103031,0,0,5.82E-05,0,5.82E-05,1.16446,0,0.00116446
2129,0.620919,0.46214,0.46214,0,0.000620919,0,0.00046214,0,0.00046214,9.2428,0,0.0092428
2130,4.4256,0.649801,0.649801,0,0.0044256,0,0.000649801,0,0.000649801,12.996,0,0.012996
2131,5.55364,0.700126,1.63137,0,0.00555364,0,0.000700126,0,0.00163137,14.0025,0,0.0140025
2132,8.40187,0.676594,6.06544,0,0.00840187,0,0.000676594,0,0.00606544,13.5319,0,0.0135319
2133,7.26649,0.585162,5.24578,0,0.00726649,0,0.000585162,0,0.00524578,11.7032,0,0.0117032
2134,6.6276,7.3407,5.29544,0,0.0066276,0,0.0073407,0,0.00529544,10.6743,0,0.0106743
2135,6.43034,9.25408,5.62635,0,0.00643034,0,0.00925408,0,0.00562635,9.25408,0,0.00925408
